"x","year","month","yearmon","region","homicide","homicide_us","offences_against_the_person","offences_against_the_person_us","sexual_offences","sexual_offences_us","burglary","burglary_us","robbery","robbery_us","theft_and_handling","theft_and_handling_us","fraud_and_forgery","fraud_and_forgery_us","criminal_damage","criminal_damage_us","drugs_offences","drugs_offences_us","public_order_offences","public_order_offences_us","all_other_offences__excluding_motoring_","all_other_offences__excluding_motoring__us","motoring_offences","motoring_offences_us","admin_finalised_us"
"Metropolitan and City","2017","jan","2017-01-01","South",20,9,1713,750,162,66,214,47,93,38,997,178,266,46,253,79,1075,97,473,185,112,34,997,192,216
"Norfolk","2017","jan","2017-01-01","East",0,0,182,22,12,1,14,0,5,1,165,9,22,1,30,7,50,1,81,6,10,1,104,6,10
"Northamptonshire","2017","jan","2017-01-01","East",0,0,120,30,8,1,15,1,3,7,65,4,7,1,20,6,35,1,34,5,4,0,109,15,16
"Northumbria","2017","jan","2017-01-01","North",1,0,241,96,28,11,40,6,7,2,303,18,14,1,62,13,65,4,153,21,9,1,234,36,12
"North Wales","2017","jan","2017-01-01","North",0,0,168,42,23,6,24,4,1,0,115,5,11,2,33,6,29,0,63,4,11,2,124,8,5
"North Yorkshire","2017","jan","2017-01-01","North",2,0,147,36,9,1,17,6,1,0,116,17,16,2,28,3,43,3,58,7,15,1,109,12,4
"Nottinghamshire","2017","jan","2017-01-01","East",1,2,259,62,41,14,23,5,4,2,218,26,9,0,51,12,108,11,87,14,23,2,180,15,38
"South Wales","2017","jan","2017-01-01","West",1,0,367,110,37,8,37,3,9,5,278,14,24,5,71,10,159,6,128,16,19,3,229,61,14
"South Yorkshire","2017","jan","2017-01-01","North",1,0,230,62,11,1,33,6,5,5,255,16,6,1,61,10,60,1,100,7,15,0,208,21,17
"Staffordshire","2017","jan","2017-01-01","West",1,0,201,60,37,7,24,5,1,0,160,13,13,8,40,5,77,6,69,12,18,0,166,34,13
"Suffolk","2017","jan","2017-01-01","East",1,0,106,18,6,0,7,0,2,1,64,1,14,2,27,1,34,1,35,7,7,1,73,7,8
"Surrey","2017","jan","2017-01-01","South",1,0,124,33,20,3,10,1,0,0,50,6,26,2,12,2,36,0,25,2,10,2,96,10,5
"Sussex","2017","jan","2017-01-01","South",0,0,206,46,32,13,29,2,4,0,151,5,18,1,32,5,82,5,53,11,10,3,216,16,17
"Thames Valley","2017","jan","2017-01-01","South",2,0,315,133,44,33,26,7,9,4,211,19,29,2,58,9,106,5,108,31,25,8,297,49,31
"Warwickshire","2017","jan","2017-01-01","West",2,0,86,16,4,2,9,0,1,0,78,5,1,0,21,5,30,2,26,6,8,1,115,12,4
"West Mercia","2017","jan","2017-01-01","West",1,0,214,44,23,12,15,3,3,0,170,6,14,3,26,10,72,7,77,24,14,3,229,27,6
"West Midlands","2017","jan","2017-01-01","West",4,0,686,168,62,26,57,7,41,19,589,50,74,13,102,8,218,12,200,57,64,8,385,51,81
"West Yorkshire","2017","jan","2017-01-01","North",1,0,484,118,63,26,66,13,18,7,370,26,33,3,109,13,166,8,113,21,41,5,330,71,38
"Wiltshire","2017","jan","2017-01-01","West",1,0,101,16,9,0,13,2,4,0,64,2,13,1,20,1,42,0,36,2,6,0,79,11,3
"National","2017","feb","2017-02-01","All",75,30,9993,2753,1062,372,1158,168,372,92,7195,570,904,145,1827,292,3843,236,2942,528,667,83,7078,1002,756
"Avon and Somerset","2017","feb","2017-02-01","West",1,1,247,74,35,20,37,6,8,0,208,15,13,2,67,5,93,2,73,14,7,1,183,27,20
"Bedfordshire","2017","feb","2017-02-01","East",3,0,80,26,6,1,15,2,3,2,68,4,11,1,15,1,35,1,30,10,10,0,72,20,15
"Cambridgeshire","2017","feb","2017-02-01","East",1,0,132,29,7,2,16,2,5,0,108,6,16,0,28,5,25,3,25,1,8,0,76,7,17
"Cheshire","2017","feb","2017-02-01","North",0,0,238,47,21,5,23,2,8,0,168,16,19,2,40,6,99,3,76,18,7,3,182,26,5
"Cleveland","2017","feb","2017-02-01","North",1,0,104,32,15,1,22,1,8,1,150,11,11,3,31,6,64,7,33,5,6,1,67,5,4
"Cumbria","2017","feb","2017-02-01","North",0,0,84,13,6,0,9,2,0,0,65,5,7,1,17,3,20,1,28,2,3,0,81,8,5
"Derbyshire","2017","feb","2017-02-01","East",2,2,188,41,6,1,24,2,5,6,147,5,17,1,28,6,58,2,47,6,9,1,107,8,8
"Devon and Cornwall","2017","feb","2017-02-01","West",4,0,230,32,19,2,22,2,5,0,117,7,15,1,23,7,61,2,51,7,8,0,166,24,5
"Dorset","2017","feb","2017-02-01","West",0,0,119,15,13,2,19,0,3,0,71,2,5,0,16,3,44,2,33,9,4,1,87,8,8
"Durham","2017","feb","2017-02-01","North",0,0,110,24,4,0,14,3,1,0,107,9,11,3,21,4,19,0,17,9,6,1,72,7,3
"Dyfed Powys","2017","feb","2017-02-01","West",0,0,73,8,5,1,12,0,0,0,31,1,2,0,21,1,42,2,18,3,5,0,62,7,1
"Essex","2017","feb","2017-02-01","East",1,0,248,79,40,13,23,5,8,6,167,13,29,10,44,3,93,8,45,6,8,1,207,26,14
"Gloucestershire","2017","feb","2017-02-01","West",1,0,83,13,5,0,14,2,7,0,78,3,9,0,14,4,32,3,16,4,5,0,73,5,6
"GreaterManchester","2017","feb","2017-02-01","North",4,0,534,116,86,24,49,0,20,4,216,8,29,1,68,6,98,7,120,15,47,2,319,65,26
"Gwent","2017","feb","2017-02-01","West",0,1,86,29,6,2,9,6,1,1,77,8,2,0,31,3,34,6,23,4,6,2,90,12,4
"Hampshire","2017","feb","2017-02-01","South",2,1,259,37,22,3,29,2,4,0,193,8,22,1,47,6,73,4,70,5,14,0,167,16,9
"Hertfordshire","2017","feb","2017-02-01","East",3,1,203,50,17,1,12,0,3,1,209,7,28,8,23,7,79,3,49,19,9,2,149,28,18
"Humberside","2017","feb","2017-02-01","North",2,0,187,40,19,11,21,6,8,0,142,9,8,3,41,2,59,1,68,5,11,1,115,7,5
"Kent","2017","feb","2017-02-01","South",5,1,272,95,24,9,39,1,9,2,155,15,36,5,67,2,93,7,71,6,19,3,169,11,24
"Lancashire","2017","feb","2017-02-01","North",0,2,213,56,20,2,46,4,15,0,255,15,20,3,66,6,72,4,101,15,12,1,211,31,14
